"id","museum_code","specimen_id","specimen_id_original","genus","species","subspecies","locus","found_title"
"AFMTDNA1944","LGEMA","1768","LGEMA 1768","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1768 D-loop, partial sequence; mitochondrial"
"AFMTDNA1945","LGEMA","1771","LGEMA 1771","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1771 D-loop, partial sequence; mitochondrial"
"AFMTDNA1946","LGEMA","1774","LGEMA 1774","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1774 D-loop, partial sequence; mitochondrial"
"AFMTDNA1947","LGEMA","1776","LGEMA 1776","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1776 D-loop, partial sequence; mitochondrial"
"AFMTDNA1948",NA,"B0251","B0251","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0251 D-loop, partial sequence; mitochondrial"
"AFMTDNA1949",NA,"B0253","B0253","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0253 D-loop, partial sequence; mitochondrial"
"AFMTDNA1950",NA,"B0255","B0255","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0255 D-loop, partial sequence; mitochondrial"
"AFMTDNA1951",NA,"B0256","B0256","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0256 D-loop, partial sequence; mitochondrial"
"AFMTDNA1952",NA,"B0257","B0257","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0257 D-loop, partial sequence; mitochondrial"
"AFMTDNA1953",NA,"B0391","B0391","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0391 D-loop, partial sequence; mitochondrial"
"AFMTDNA1954",NA,"B0393","B0393","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0393 D-loop, partial sequence; mitochondrial"
"AFMTDNA1955",NA,"B0260","B0260","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0260 D-loop, partial sequence; mitochondrial"
"AFMTDNA1956",NA,"B0268","B0268","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0268 D-loop, partial sequence; mitochondrial"
"AFMTDNA1957",NA,"B0300","B0300","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0300 D-loop, partial sequence; mitochondrial"
"AFMTDNA1958",NA,"B0301","B0301","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0301 D-loop, partial sequence; mitochondrial"
"AFMTDNA1959",NA,"B0302","B0302","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0302 D-loop, partial sequence; mitochondrial"
"AFMTDNA1960",NA,"B0305","B0305","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0305 D-loop, partial sequence; mitochondrial"
"AFMTDNA1961",NA,"B0306","B0306","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0306 D-loop, partial sequence; mitochondrial"
"AFMTDNA1962",NA,"B0309","B0309","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0309 D-loop, partial sequence; mitochondrial"
"AFMTDNA1963",NA,"B0310","B0310","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0310 D-loop, partial sequence; mitochondrial"
"AFMTDNA1964",NA,"B0312","B0312","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0312 D-loop, partial sequence; mitochondrial"
"AFMTDNA1965",NA,"B0313","B0313","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0313 D-loop, partial sequence; mitochondrial"
"AFMTDNA1966",NA,"B0314","B0314","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0314 D-loop, partial sequence; mitochondrial"
"AFMTDNA1967",NA,"B0316","B0316","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0316 D-loop, partial sequence; mitochondrial"
"AFMTDNA1968",NA,"B0375","B0375","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0375 D-loop, partial sequence; mitochondrial"
"AFMTDNA1969",NA,"B0381","B0381","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0381 D-loop, partial sequence; mitochondrial"
"AFMTDNA1970",NA,"B0395","B0395","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0395 D-loop, partial sequence; mitochondrial"
"AFMTDNA1971",NA,"B0396","B0396","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0396 D-loop, partial sequence; mitochondrial"
"AFMTDNA1972",NA,"B0397","B0397","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0397 D-loop, partial sequence; mitochondrial"
"AFMTDNA1973",NA,"B0398","B0398","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0398 D-loop, partial sequence; mitochondrial"
"AFMTDNA1974",NA,"B0400","B0400","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0400 D-loop, partial sequence; mitochondrial"
"AFMTDNA1975",NA,"B0402","B0402","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0402 D-loop, partial sequence; mitochondrial"
"AFMTDNA1976",NA,"B0403","B0403","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0403 D-loop, partial sequence; mitochondrial"
"AFMTDNA1977",NA,"B0404","B0404","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0404 D-loop, partial sequence; mitochondrial"
"AFMTDNA1978",NA,"B0407","B0407","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0407 D-loop, partial sequence; mitochondrial"
"AFMTDNA1979",NA,"B0408","B0408","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0408 D-loop, partial sequence; mitochondrial"
"AFMTDNA1980",NA,"B0409","B0409","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0409 D-loop, partial sequence; mitochondrial"
"AFMTDNA1981",NA,"B0410","B0410","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0410 D-loop, partial sequence; mitochondrial"
"AFMTDNA1982",NA,"B0411","B0411","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0411 D-loop, partial sequence; mitochondrial"
"AFMTDNA1983",NA,"B0412","B0412","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0412 D-loop, partial sequence; mitochondrial"
"AFMTDNA1984",NA,"B0414","B0414","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0414 D-loop, partial sequence; mitochondrial"
"AFMTDNA1985",NA,"B0415","B0415","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0415 D-loop, partial sequence; mitochondrial"
"AFMTDNA1986",NA,"B0416","B0416","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0416 D-loop, partial sequence; mitochondrial"
"AFMTDNA1987",NA,"B0425","B0425","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0425 D-loop, partial sequence; mitochondrial"
"AFMTDNA1988",NA,"B1347","B1347","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B1347 D-loop, partial sequence; mitochondrial"
"AFMTDNA1990",NA,"B0299","B0299","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0299 D-loop, partial sequence; mitochondrial"
"AFMTDNA1991",NA,"B0302","B0302","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0302 D-loop, partial sequence; mitochondrial"
"AFMTDNA1992",NA,"B0264","B0264","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0264 D-loop, partial sequence; mitochondrial"
"AFMTDNA1993",NA,"B0265","B0265","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0265 D-loop, partial sequence; mitochondrial"
"AFMTDNA1994",NA,"B0382","B0382","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0382 D-loop, partial sequence; mitochondrial"
"AFMTDNA1995",NA,"B0383","B0383","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0383 D-loop, partial sequence; mitochondrial"
"AFMTDNA1996",NA,"B0386","B0386","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0386 D-loop, partial sequence; mitochondrial"
"AFMTDNA1997",NA,"B0387","B0387","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0387 D-loop, partial sequence; mitochondrial"
"AFMTDNA1998",NA,"B0388","B0388","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0388 D-loop, partial sequence; mitochondrial"
"AFMTDNA1999",NA,"B0389","B0389","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0389 D-loop, partial sequence; mitochondrial"
"AFMTDNA2000",NA,"B0267","B0267","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0267 D-loop, partial sequence; mitochondrial"
"AFMTDNA2001",NA,"B0419","B0419","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0419 D-loop, partial sequence; mitochondrial"
"AFMTDNA2002",NA,"B0420","B0420","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0420 D-loop, partial sequence; mitochondrial"
"AFMTDNA2003",NA,"B0421","B0421","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0421 D-loop, partial sequence; mitochondrial"
"AFMTDNA2004",NA,"B0422","B0422","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0422 D-loop, partial sequence; mitochondrial"
"AFMTDNA2005",NA,"B0423","B0423","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0423 D-loop, partial sequence; mitochondrial"
"AFMTDNA2006",NA,"B0424","B0424","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0424 D-loop, partial sequence; mitochondrial"
"AFMTDNA2007",NA,"B0377","B0377","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0377 D-loop, partial sequence; mitochondrial"
"AFMTDNA2008",NA,"B0841","B0841","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0841 D-loop, partial sequence; mitochondrial"
"AFMTDNA2009",NA,"B0958","B0958","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LBEM B0958 D-loop, partial sequence; mitochondrial"
"AFMTDNA2010","LGEMA","1750","LGEMA 1750","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1750 D-loop, partial sequence; mitochondrial"
"AFMTDNA2011","LGEMA","1751","LGEMA 1751","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1751 D-loop, partial sequence; mitochondrial"
"AFMTDNA2012","LGEMA","1759","LGEMA 1759","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1759 D-loop, partial sequence; mitochondrial"
"AFMTDNA2013","LGEMA","2185","LGEMA 2185","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 2185 D-loop, partial sequence; mitochondrial"
"AFMTDNA2014","LGEMA","2195","LGEMA 2195","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 2195 D-loop, partial sequence; mitochondrial"
"AFMTDNA2015","LGEMA","2189","LGEMA 2189","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 2189 D-loop, partial sequence; mitochondrial"
"AFMTDNA2016","LGEMA","2192","LGEMA 2192","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 2192 D-loop, partial sequence; mitochondrial"
"AFMTDNA2017","LGEMA","2193","LGEMA 2193","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 2193 D-loop, partial sequence; mitochondrial"
"AFMTDNA2018","LGEMA","2197","LGEMA 2197","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 2197 D-loop, partial sequence; mitochondrial"
"AFMTDNA2019","LGEMA","2170","LGEMA 2170","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 2170 D-loop, partial sequence; mitochondrial"
"AFMTDNA2020","LGEMA","2171","LGEMA 2171","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 2171 D-loop, partial sequence; mitochondrial"
"AFMTDNA2021","LGEMA","2174","LGEMA 2174","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 2174 D-loop, partial sequence; mitochondrial"
"AFMTDNA2022","LGEMA","1404","LGEMA 1404","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1404 D-loop, partial sequence; mitochondrial"
"AFMTDNA2023","LGEMA","1407","LGEMA 1407","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1407 D-loop, partial sequence; mitochondrial"
"AFMTDNA2024","LGEMA","1403","LGEMA 1403","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1403 D-loop, partial sequence; mitochondrial"
"AFMTDNA2025","LGEMA","1401","LGEMA 1401","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1401 D-loop, partial sequence; mitochondrial"
"AFMTDNA2026","LGEMA","1408","LGEMA 1408","Conopophaga","lineata",NA,"cr","Conopophaga lineata voucher LGEMA 1408 D-loop, partial sequence; mitochondrial"
"AFMTDNA2027","LGEMA","11443","LGEMA 11443","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA 11443 control region, partial sequence; mitochondrial"
"AFMTDNA2028","LGEMA","P1853","P1853","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P1853 control region, partial sequence; mitochondrial"
"AFMTDNA2029","LGEMA","P2181","P2181","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2181 control region, partial sequence; mitochondrial"
"AFMTDNA2030","LGEMA","P2277","P2277","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2277 control region, partial sequence; mitochondrial"
"AFMTDNA2031","LGEMA","P2278","P2278","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2278 control region, partial sequence; mitochondrial"
"AFMTDNA2032","LGEMA","P2329","P2329","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2329 control region, partial sequence; mitochondrial"
"AFMTDNA2033","LGEMA","P2379","P2379","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2379 control region, partial sequence; mitochondrial"
"AFMTDNA2034","LGEMA","P2431","P2431","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2431 control region, partial sequence; mitochondrial"
"AFMTDNA2035","LGEMA","P2272","LGEMAP2272","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2272 control region, partial sequence; mitochondrial"
"AFMTDNA2036","UFMG","B1718","B1718","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material B1718 control region, partial sequence; mitochondrial"
"AFMTDNA2037","UFMG","B2055","B2055","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material B2055 control region, partial sequence; mitochondrial"
"AFMTDNA2038","UFMG","B2058","B2058","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material B2058 control region, partial sequence; mitochondrial"
"AFMTDNA2039","UFMG","B2064","B2064","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material B2064 control region, partial sequence; mitochondrial"
"AFMTDNA2040","UFMG","B2083","B2083","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material B2083 control region, partial sequence; mitochondrial"
"AFMTDNA2041","UFMG","B2278","B2278","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material B2278 control region, partial sequence; mitochondrial"
"AFMTDNA2042","UFMG","B1625","B1625","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material B1625 control region, partial sequence; mitochondrial"
"AFMTDNA2043","UFMG","B1790","B1790","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material B1790 control region, partial sequence; mitochondrial"
"AFMTDNA2044","UFMG","B2215","B2215","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material B2215 control region, partial sequence; mitochondrial"
"AFMTDNA2045","UFMG","B431","B431","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material B431 control region, partial sequence; mitochondrial"
"AFMTDNA2046","UFMG","B930","B930","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material B930 control region, partial sequence; mitochondrial"
"AFMTDNA2047","LGEMA","P1326","LGEMA P1326","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P1326 control region, partial sequence; mitochondrial"
"AFMTDNA2048","LGEMA","11444","LGEMA11444","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA 11444 control region, partial sequence; mitochondrial"
"AFMTDNA2049","LGEMA","P1496","P1496","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P1496 control region, partial sequence; mitochondrial"
"AFMTDNA2050","LGEMA","P1901","P1901","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P1901 control region, partial sequence; mitochondrial"
"AFMTDNA2051","LGEMA","P1912","P1912","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P1912 control region, partial sequence; mitochondrial"
"AFMTDNA2052","LGEMA","P1948","P1948","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P1948 control region, partial sequence; mitochondrial"
"AFMTDNA2053","LGEMA","P1952","P1952","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P1952 control region, partial sequence; mitochondrial"
"AFMTDNA2054","LGEMA","P1696","P1696","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P1696 control region, partial sequence; mitochondrial"
"AFMTDNA2055","LGEMA","P1033","P1033","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P1033 control region, partial sequence; mitochondrial"
"AFMTDNA2056","LGEMA","P2066","P2066","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2066 control region, partial sequence; mitochondrial"
"AFMTDNA2057","LGEMA","P2480","P2480","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2480 control region, partial sequence; mitochondrial"
"AFMTDNA2058","LGEMA","P2520","P2520","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2520 control region, partial sequence; mitochondrial"
"AFMTDNA2059","LGEMA","P2544","P2544","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2544 control region, partial sequence; mitochondrial"
"AFMTDNA2060","LGEMA","P2553","P2553","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2553 control region, partial sequence; mitochondrial"
"AFMTDNA2061","LGEMA","P2668","P2668","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2668 control region, partial sequence; mitochondrial"
"AFMTDNA2062","LGEMA","P2699","P2699","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P2699 control region, partial sequence; mitochondrial"
"AFMTDNA2063","LGEMA","P862","LGEMAP862","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P862 control region, partial sequence; mitochondrial"
"AFMTDNA2064","LGEMA","P885","LGEMAP885","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P885 control region, partial sequence; mitochondrial"
"AFMTDNA2065","LGEMA","P957","LGEMAP957","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P957 control region, partial sequence; mitochondrial"
"AFMTDNA2066","LGEMA","11429","LGEMA11429","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA 11429 control region, partial sequence; mitochondrial"
"AFMTDNA2067","LGEMA","P1750","LGEMAP1750","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P1750 control region, partial sequence; mitochondrial"
"AFMTDNA2068","LGEMA","P1736","LGEMAP1736","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P1736 control region, partial sequence; mitochondrial"
"AFMTDNA2069","LGEMA","P1738","LGEMAP1738","Dendrocolaptes","platyrostris",NA,"cr","Dendrocolaptes platyrostris bio-material LGEMA P1738 control region, partial sequence; mitochondrial"
