accession,museum_code,specimen_id,specimen_id_original,voucher,taxon,genus,species,subspecies,otu,locality,province,country,locus,database,reference,longitude,latitude,elevation_m
NA,MCPMCP,3088,MCPMCP3088,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"CPCN Pró-Mata, São Francisco de Paula, RS, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-50.18694444,-29.49055556,NA
NA,ZMUC,144765,ZMUC144765,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Reserva Ecol. Caaguazú, Caazapá, PAR",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-55.75,-26.06667,NA
NA,LGEMA,15394,LGEMA15394,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Serro, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-43.43516667,-18.58722222,NA
NA,LGEMA,15395,LGEMA15395,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Serro, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-43.43516667,-18.58722222,NA
NA,LGEMA,15397,LGEMA15397,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Serro, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-43.43516667,-18.58722222,NA
NA,LGEMA,15449,LGEMA15449,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"RPPN Fazenda Duas Barras, Santa Maria do Salto, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-40.05552778,-16.41205556,NA
NA,LGEMA,15467,LGEMA15467,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"RPPN Fazenda Duas Barras, Santa Maria do Salto, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-40.05552778,-16.41205556,NA
NA,LGEMA,15469,LGEMA15469,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"RPPN Fazenda Duas Barras, Santa Maria do Salto, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-40.05552778,-16.41205556,NA
NA,LGEMA,15489,LGEMA15489,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"RPPN Fazenda Duas Barras, Santa Maria do Salto, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-40.05552778,-16.41205556,NA
NA,LGEMA,15494,LGEMA15494,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"RPPN Fazenda Duas Barras, Santa Maria do Salto, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-40.05552778,-16.41205556,NA
NA,LGEMA,15400,LGEMA15400,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Ladainha, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.80191667,-17.57208333,NA
NA,LGEMA,15404,LGEMA15404,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Ladainha, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.80191667,-17.57208333,NA
NA,LGEMA,15405,LGEMA15405,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Ladainha, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.80191667,-17.57208333,NA
NA,LGEMA,14437,LGEMA14437,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Ladainha, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.80191667,-17.57208333,NA
NA,LGEMA,15439,LGEMA15439,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Ladainha, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.80191667,-17.57208333,NA
NA,LGEMA,15440,LGEMA15440,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Ladainha, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.80191667,-17.57208333,NA
NA,LGEMA,13527,LGEMA13527,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Parque Nacional do Caparaó, Alto Caparaó, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.8534,-20.42138,NA
NA,LGEMA,13528,LGEMA13528,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Parque Nacional do Caparaó, Alto Caparaó, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.8534,-20.42138,NA
NA,LGEMA,13529,LGEMA13529,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Parque Nacional do Caparaó, Alto Caparaó, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.8534,-20.42138,NA
NA,LGEMA,13530,LGEMA13530,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Parque Nacional do Caparaó, Alto Caparaó, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.8534,-20.42138,NA
NA,LGEMA,13531,LGEMA13531,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Parque Nacional do Caparaó, Alto Caparaó, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.8534,-20.42138,NA
NA,LGEMA,15366,LGEMA15366,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Sabinópolis, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-43.03911111,-18.69597222,NA
NA,LGEMA,15372,LGEMA15372,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Sabinópolis, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-43.03911111,-18.69597222,NA
NA,LGEMA,15377,LGEMA15377,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Sabinópolis, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-43.03911111,-18.69597222,NA
NA,LGEMA,15381,LGEMA15381,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Sabinópolis, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-43.03911111,-18.69597222,NA
NA,LGEMA,15388,LGEMA15388,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Sabinópolis, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-43.03911111,-18.69597222,NA
NA,LGEMA,15389,LGEMA15389,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Sabinópolis, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-43.03911111,-18.69597222,NA
NA,LGEMA,15393,LGEMA15393,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Sabinópolis, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-43.03911111,-18.69597222,NA
NA,LGEMA,13536,LGEMA13536,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Poté, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.82093333,-17.73031666,NA
NA,LGEMA,13538,LGEMA13538,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Poté, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.82093333,-17.73031666,NA
NA,LGEMA,13541,LGEMA13541,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Poté, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.82093333,-17.73031666,NA
NA,LGEMA,13545,LGEMA13545,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Poté, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.82093333,-17.73031666,NA
NA,LGEMA,13549,LGEMA13549,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Poté, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.82093333,-17.73031666,NA
NA,LGEMA,15417,LGEMA15417,NA,bird,Synallaxis,ruficapilla,NA,Synallaxis ruficapilla,"Poté, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.82093333,-17.73031666,NA
NA,LGEMA,13711,LGEMA13711,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Fazenda Limoeiro, Almenara, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-40.85680556,-16.0355,NA
NA,UFMG,B1090,UFMGB1090,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Mata Escura, Jequitinhonha, MG, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41,-16.43333,NA
NA,LGEMA,13401,LGEMA13401,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Serra da Ouricana, Boa Nova, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-40.2075,-14.3625,NA
NA,LGEMA,13718,LGEMA13718,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"RPPN Serra Bonita, Camacan, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-39.65225,-15.38591667,NA
NA,LGEMA,13720,LGEMA13720,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"RPPN Serra Bonita, Camacan, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-39.65225,-15.38591667,NA
NA,LGEMA,13736,LGEMA13736,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"RPPN Serra Bonita, Camacan, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-39.65225,-15.38591667,NA
NA,LGEMA,13762,LGEMA13762,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Plantações da Michelin, Igrapiúna, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-39.23380556,-13.86147222,NA
NA,LGEMA,13763,LGEMA13763,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Plantações da Michelin, Igrapiúna, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-39.23380556,-13.86147222,NA
NA,LGEMA,13764,LGEMA13764,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Plantações da Michelin, Igrapiúna, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-39.23380556,-13.86147222,NA
NA,LGEMA,13765,LGEMA13765,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Plantações da Michelin, Igrapiúna, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-39.23380556,-13.86147222,NA
NA,LGEMA,13766,LGEMA13766,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Plantações da Michelin, Igrapiúna, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-39.23380556,-13.86147222,NA
NA,LGEMA,13767,LGEMA13767,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Plantações da Michelin, Igrapiúna, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-39.23380556,-13.86147222,NA
NA,LGEMA,14956,LGEMA14956,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Serra da Jibóia, Elísio Medrado, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-39.47808333,-12.87041667,NA
NA,MZUFBA,1191,MZUFBA1191,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Mata Terra Mater, Ibicoara, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.344743,-13.38585,NA
NA,MZUFBA,1193,MZUFBA1193,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Mata Terra Mater, Ibicoara, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.344743,-13.38585,NA
NA,MZUFBA,1194,MZUFBA1194,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Mata Terra Mater, Ibicoara, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.344743,-13.38585,NA
NA,MZUFBA,1195,MZUFBA1195,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Mata Terra Mater, Ibicoara, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.344743,-13.38585,NA
NA,MZUFBA,1196,MZUFBA1196,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Mata Terra Mater, Ibicoara, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.344743,-13.38585,NA
NA,MZUFBA,1198,MZUFBA1198,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Mata Terra Mater, Ibicoara, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.344743,-13.38585,NA
NA,MZUFBA,1199,MZUFBA1199,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Mata Terra Mater, Ibicoara, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.344743,-13.38585,NA
NA,MZUFBA,1208,MZUFBA1208,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Mata Terra Mater, Ibicoara, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.344743,-13.38585,NA
NA,MZUFBA,1209,MZUFBA1209,NA,bird,Synallaxis,cinerea,NA,Synallaxis cinerea,"Mata Terra Mater, Ibicoara, BA, BRA",NA,NA,nd2,GenBank,batalha-filho-et-al-2019,-41.344743,-13.38585,NA
NA,LGEMA,12068,LGEMA 12068,MZUSP 88338,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Penedo,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-44.5319,-22.4194,NA
NA,MNRJ,MNT250,MNRJ MNT 250,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RJ 149, Rio Claro",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-44.2425,-22.8689,NA
NA,MNRJ,MNT251,MNRJ MNT 251,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RJ 149, Rio Claro",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-44.2425,-22.8689,NA
NA,MNRJ,MNT252,MNRJ MNT 252,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RJ 149, Rio Claro",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-44.2425,-22.8689,NA
NA,MNRJ,MNT253,MNRJ MNT 253,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RJ 149, Rio Claro",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-44.2425,-22.8689,NA
NA,RBO,803,RBO 803,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"PCH Braço, Rio Claro",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-44.2425,-22.8689,NA
NA,RBO,835,RBO 835,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"PCH Braço, Rio Claro",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-44.2425,-22.8689,NA
NA,LGEMA,13010,LGEMA 13010,MZUSP 82569,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"PN Serra dos Órgãos, Teresópolis",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-42.9936,-22.4563,NA
NA,LGEMA,13012,LGEMA 13012,MZUSP 82571,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"PN Serra dos Órgãos, Teresópolis",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-42.9936,-22.4563,NA
NA,LGEMA,13014,LGEMA 13014,MZUSP 82570,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"PN Serra dos Órgãos, Teresópolis",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-43.006,-22.4478,NA
NA,LGEMA,13016,LGEMA 13016,MZUSP 82572,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"PN Serra dos Órgãos, Teresópolis",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-43.006,-22.4478,NA
NA,LGEMA,13020,LGEMA 13020,MZUSP 82573,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"PN Serra dos Órgãos, Teresópolis",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-42.9936,-22.4563,NA
NA,LGEMA,13022,LGEMA 13022,MZUSP 82568,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"PN Serra dos Órgãos, Teresópolis",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-42.9894,-22.4552,NA
NA,RBO,573,RBO 573,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"Fazenda Samburá, Cambuci",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-41.9096,-21.5727,NA
NA,RBO,643,RBO 643,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"Fazenda Samburá, Cambuci",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-41.9096,-21.5727,NA
NA,RBO,669,RBO 669,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"Fazenda Samburá, Cambuci",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-41.9096,-21.5727,NA
NA,CPA,371,CPA 371,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RPPN Serra do Caraça, Catas Altas",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-43.4925,-20.1011,NA
NA,CPA,384,CPA 384,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RPPN Serra do Caraça, Catas Altas",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-43.4925,-20.1011,NA
NA,CPA,386,CPA 386,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RPPN Serra do Caraça, Catas Altas",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-43.4925,-20.1011,NA
NA,CPA,387,CPA 387,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RPPN Serra do Caraça, Catas Altas",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-43.4925,-20.1011,NA
NA,CPA,388,CPA 388,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RPPN Serra do Caraça, Catas Altas",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-43.4925,-20.1011,NA
NA,MNRJ,MNT39,MNRJ MNT 39,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"E. B. Santa Lucia, Santa Teresa",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-40.6017,-19.9361,NA
NA,MNRJ,MNT42,MNRJ MNT 42,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"E. B. Santa Lucia, Santa Teresa",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-40.6017,-19.9361,NA
NA,MNRJ,MNT88,MNRJ MNT 88,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"E. B. Santa Lucia, Santa Teresa",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-40.6017,-19.9361,NA
NA,MNRJ,MNT163,MNRJ MNT 163,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"E. B. Santa Lucia, Santa Teresa",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-40.6017,-19.9361,NA
NA,LGEMA,13539,LGEMA 13539,MZUSP 87030,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Poté,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-41.8209,-17.7303,NA
NA,LGEMA,13551,LGEMA 13551,MZUSP 87028,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Poté,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-41.8209,-17.7303,NA
NA,LGEMA,13565,LGEMA 13565,MZUSP 87029,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Poté,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-41.8209,-17.7303,NA
NA,LGEMA,13694,LGEMA 13694,MZUSP 85989,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"Rebio Mata Escura, Jequitinhonha",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-40.9853,-16.3453,NA
NA,LGEMA,13695,LGEMA 13695,MZUSP 85990,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"Rebio Mata Escura, Jequitinhonha",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-40.9853,-16.3453,NA
NA,LGEMA,13696,LGEMA 13696,MZUSP 85991,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"Rebio Mata Escura, Jequitinhonha",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-40.9865,-16.3449,NA
NA,LGEMA,13697,LGEMA 13697,MZUSP 85992,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"Rebio Mata Escura, Jequitinhonha",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-40.9853,-16.3453,NA
NA,LGEMA,13698,LGEMA 13698,MZUSP 85993,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"Rebio Mata Escura, Jequitinhonha",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-40.9853,-16.3453,NA
NA,LGEMA,13724,LGEMA 13724,MZUSP 86019,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RPPN Serra Bonita, Camacan",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-39.5667,-15.3944,NA
NA,LGEMA,13725,LGEMA 13725,MZUSP 86020,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RPPN Serra Bonita, Camacan",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-39.5667,-15.3944,NA
NA,LGEMA,13728,LGEMA 13728,MZUSP 86023,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RPPN Serra Bonita, Camacan",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-39.567,-15.3935,NA
NA,LGEMA,13729,LGEMA 13729,MZUSP 86024,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RPPN Serra Bonita, Camacan",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-39.567,-15.3935,NA
NA,LGEMA,13730,LGEMA 13730,MZUSP 86025,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,"RPPN Serra Bonita, Camacan",NA,Brazil,nd2,GenBank,amaral-et-al-2013,-39.567,-15.3935,NA
NA,LGEMA,loBAI142,LGEMA loBAI142,MZUSP 91374,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Igrapiúna,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-39.2411,-13.8414,NA
NA,LGEMA,loBAI143,LGEMA loBAI143,MZUSP 91373,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Igrapiúna,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-39.2411,-13.8414,NA
NA,LGEMA,loBAI190,LGEMA loBAI190,MZUSP 91376,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Elísio Medrado,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-39.4781,-12.8704,NA
NA,LGEMA,loBAI253,LGEMA loBAI253,MZUSP 91375,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Elísio Medrado,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-39.4781,-12.8704,NA
NA,LGEMA,13743,LGEMA 13743,MZUSP 86038,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Lençóis,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-41.3672,-12.5572,NA
NA,LGEMA,13750,LGEMA 13750,MZUSP 86044,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Lençóis,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-41.3672,-12.5572,NA
NA,LGEMA,13756,LGEMA 13756,MZUSP 86050,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Lençóis,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-41.3672,-12.5572,NA
NA,LGEMA,13759,LGEMA 13759,MZUSP 86053,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Lençóis,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-41.3672,-12.5572,NA
NA,LGEMA,2670,LGEMA 2670,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Bonito,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-41.215,-11.9125,NA
NA,LGEMA,2671,LGEMA 2671,NA,bird,Myrmeciza,loricata,NA,Myrmeciza loricata,Bonito,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-41.215,-11.9125,NA
NA,LGEMA,14528,LGEMA 14528,MZUSP 91194,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Morro Grande,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-49.7668,-28.7053,NA
NA,LGEMA,14557,LGEMA 14557,MZUSP 91195,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Morro Grande,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-49.7668,-28.7053,NA
NA,LGEMA,14583,LGEMA 14583,MZUSP 91192,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Nova Trento,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-49.0159,-27.3602,NA
NA,LGEMA,14584,LGEMA 14584,MZUSP 91193,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Nova Trento,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-49.1046,-27.3079,NA
NA,LGEMA,14600,LGEMA 14600,MZUSP 91190,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Nova Trento,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-48.9622,-27.3254,NA
NA,LGEMA,14601,LGEMA 14601,MZUSP 91188,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Nova Trento,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-48.9622,-27.3254,NA
NA,LGEMA,14602,LGEMA 14602,MZUSP 91189,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Nova Trento,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-48.9622,-27.3254,NA
NA,LGEMA,14603,LGEMA 14603,MZUSP 91191,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Nova Trento,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-48.9622,-27.3254,NA
NA,LGEMA,14661,LGEMA 14661,MZUSP 91184,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Guaraqueçaba,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-48.2322,-25.2031,NA
NA,LGEMA,14662,LGEMA 14662,MZUSP 91186,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Guaraqueçaba,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-48.2322,-25.2031,NA
NA,LGEMA,14663,LGEMA 14663,MZUSP 91185,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Guaraqueçaba,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-48.2322,-25.2031,NA
NA,LGEMA,14678,LGEMA 14678,MZUSP 91187,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Guaraqueçaba,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-48.2322,-25.2031,NA
NA,LGEMA,14679,LGEMA 14679,MZUSP 91182,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Guaraqueçaba,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-48.2322,-25.2031,NA
NA,LGEMA,14701,LGEMA 14701,MZUSP 91183,bird,Myrmeciza,squamosa,NA,Myrmeciza squamosa,Guaraqueçaba,NA,Brazil,nd2,GenBank,amaral-et-al-2013,-48.2322,-25.2031,NA
